Category,Category,FiedID,Phenotype,Path
Blood assays,51428,23075,HPV 16 Definition II seropositivity for Human Papillomavirus type-16,Biological samples > Blood assays > Infectious Diseases
Physical measures,100009,23099,Body fat percentage,Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23100,Whole body fat mass,Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23101,Whole body fat-free mass,Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23102,Whole body water mass,Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23107,Impedance of leg (right),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23108,Impedance of leg (left),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23109,Impedance of arm (right),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23110,Impedance of arm (left),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23111,Leg fat percentage (right),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23112,Leg fat mass (right),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23113,Leg fat-free mass (right),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23114,Leg predicted mass (right),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23115,Leg fat percentage (left),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23116,Leg fat mass (left),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23117,Leg fat-free mass (left),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23118,Leg predicted mass (left),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23119,Arm fat percentage (right),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23120,Arm fat mass (right),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23121,Arm fat-free mass (right),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23122,Arm predicted mass (right),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23123,Arm fat percentage (left),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23124,Arm fat mass (left),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23125,Arm fat-free mass (left),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23126,Arm predicted mass (left),Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23127,Trunk fat percentage,Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23128,Trunk fat mass,Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23129,Trunk fat-free mass,Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Physical measures,100009,23130,Trunk predicted mass,Assessment centre > Physical measures > Anthropometry > Body composition by impedance
Imaging,190,26514,Volume of BrainSeg (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26515,Volume of BrainSegNotVent (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26516,Volume of BrainSegNotVentSurf (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26517,Volume of SubCortGray (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26518,Volume of TotalGray (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26519,Volume of SupraTentorial (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26520,Volume of SupraTentorialNotVent (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26521,Volume of EstimatedTotalIntraCranial (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26522,Volume of VentricleChoroid (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26523,Volume of 3rd-Ventricle (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26524,Volume of 4th-Ventricle (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26525,Volume of 5th-Ventricle (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26526,Volume of Brain-Stem (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26527,Volume of CSF (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26528,Volume of WM-hypointensities (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26529,Volume of non-WM-hypointensities (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26530,Volume of Optic-Chiasm (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26531,Volume of CC-Posterior (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26532,Volume of CC-Mid-Posterior (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26533,Volume of CC-Central (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26534,Volume of CC-Mid-Anterior (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26535,Volume of CC-Anterior (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26536,Volume-ratio of BrainSegVol-to-eTIV (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26537,Volume-ratio of MaskVol-to-eTIV (whole brain),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26552,Volume of Cortex (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26553,Volume of CerebralWhiteMatter (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26554,Volume of Lateral-Ventricle (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26555,Volume of Inf-Lat-Vent (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26556,Volume of Cerebellum-White-Matter (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26557,Volume of Cerebellum-Cortex (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26558,Volume of Thalamus-Proper (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26559,Volume of Caudate (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26560,Volume of Putamen (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26561,Volume of Pallidum (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26562,Volume of Hippocampus (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26563,Volume of Amygdala (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26564,Volume of Accumbens-area (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26565,Volume of VentralDC (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26566,Volume of vessel (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26567,Volume of choroid-plexus (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26568,Number of HolesBeforeFixing (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26583,Volume of Cortex (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26584,Volume of CerebralWhiteMatter (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26585,Volume of Lateral-Ventricle (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26586,Volume of Inf-Lat-Vent (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26587,Volume of Cerebellum-White-Matter (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26588,Volume of Cerebellum-Cortex (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26589,Volume of Thalamus-Proper (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26590,Volume of Caudate (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26591,Volume of Putamen (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26592,Volume of Pallidum (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26593,Volume of Hippocampus (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26594,Volume of Amygdala (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26595,Volume of Accumbens-area (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26596,Volume of VentralDC (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26597,Volume of vessel (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26598,Volume of choroid-plexus (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,190,26599,Number of HolesBeforeFixing (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG
Imaging,192,26757,Mean thickness of caudalanteriorcingulate (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26758,Mean thickness of caudalmiddlefrontal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26759,Mean thickness of cuneus (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26761,Mean thickness of fusiform (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26762,Mean thickness of inferiorparietal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26763,Mean thickness of inferiortemporal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26764,Mean thickness of isthmuscingulate (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26765,Mean thickness of lateraloccipital (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26766,Mean thickness of lateralorbitofrontal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26767,Mean thickness of lingual (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26768,Mean thickness of medialorbitofrontal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26769,Mean thickness of middletemporal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26770,Mean thickness of parahippocampal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26771,Mean thickness of paracentral (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26772,Mean thickness of parsopercularis (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26773,Mean thickness of parsorbitalis (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26774,Mean thickness of parstriangularis (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26775,Mean thickness of pericalcarine (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26776,Mean thickness of postcentral (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26777,Mean thickness of posteriorcingulate (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26778,Mean thickness of precentral (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26779,Mean thickness of precuneus (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26780,Mean thickness of rostralanteriorcingulate (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26781,Mean thickness of rostralmiddlefrontal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26782,Mean thickness of superiorfrontal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26783,Mean thickness of superiorparietal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26784,Mean thickness of superiortemporal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26785,Mean thickness of supramarginal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26787,Mean thickness of transversetemporal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26788,Mean thickness of insula (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26790,Volume of caudalanteriorcingulate (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26791,Volume of caudalmiddlefrontal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26792,Volume of cuneus (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26794,Volume of fusiform (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26795,Volume of inferiorparietal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26796,Volume of inferiortemporal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26797,Volume of isthmuscingulate (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26798,Volume of lateraloccipital (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26799,Volume of lateralorbitofrontal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26800,Volume of lingual (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26801,Volume of medialorbitofrontal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26802,Volume of middletemporal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26803,Volume of parahippocampal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26804,Volume of paracentral (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26805,Volume of parsopercularis (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26806,Volume of parsorbitalis (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26807,Volume of parstriangularis (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26808,Volume of pericalcarine (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26809,Volume of postcentral (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26810,Volume of posteriorcingulate (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26811,Volume of precentral (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26812,Volume of precuneus (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26813,Volume of rostralanteriorcingulate (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26814,Volume of rostralmiddlefrontal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26815,Volume of superiorfrontal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26816,Volume of superiorparietal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26817,Volume of superiortemporal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26818,Volume of supramarginal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26820,Volume of transversetemporal (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26821,Volume of insula (left hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26858,Mean thickness of caudalanteriorcingulate (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26859,Mean thickness of caudalmiddlefrontal (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26860,Mean thickness of cuneus (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26862,Mean thickness of fusiform (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26863,Mean thickness of inferiorparietal (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26864,Mean thickness of inferiortemporal (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26865,Mean thickness of isthmuscingulate (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26866,Mean thickness of lateraloccipital (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26867,Mean thickness of lateralorbitofrontal (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26868,Mean thickness of lingual (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26869,Mean thickness of medialorbitofrontal (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26870,Mean thickness of middletemporal (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26871,Mean thickness of parahippocampal (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26872,Mean thickness of paracentral (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26873,Mean thickness of parsopercularis (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26874,Mean thickness of parsorbitalis (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26875,Mean thickness of parstriangularis (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26876,Mean thickness of pericalcarine (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26877,Mean thickness of postcentral (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26878,Mean thickness of posteriorcingulate (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26879,Mean thickness of precentral (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26880,Mean thickness of precuneus (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26881,Mean thickness of rostralanteriorcingulate (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26882,Mean thickness of rostralmiddlefrontal (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26883,Mean thickness of superiorfrontal (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26884,Mean thickness of superiorparietal (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26885,Mean thickness of superiortemporal (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26886,Mean thickness of supramarginal (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26888,Mean thickness of transversetemporal (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26889,Mean thickness of insula (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26891,Volume of caudalanteriorcingulate (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26892,Volume of caudalmiddlefrontal (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26893,Volume of cuneus (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26895,Volume of fusiform (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26896,Volume of inferiorparietal (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26897,Volume of inferiortemporal (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26898,Volume of isthmuscingulate (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26899,Volume of lateraloccipital (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26900,Volume of lateralorbitofrontal (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26901,Volume of lingual (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26902,Volume of medialorbitofrontal (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
Imaging,192,26903,Volume of middletemporal (right hemisphere),Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white
